"d","DH","oracle"
1,0.455444678555527,0.686952404771137
2,0.722601511628621,0.630407054915625
3,0.708007479695162,0.624965878667589
4,0.850865403138274,0.739960990583387
5,0.861857673894776,0.839356063876025
6,0.835260048401275,0.855846124900141
7,0.824337346283242,0.914191873189294
8,0.889206861597484,0.897061976903283
9,0.891722030957442,0.918900844853454
10,0.90294370024666,0.93000091846354
11,0.919932956682694,0.944342842005762
12,0.961492220363648,0.978584026997598
13,0.991165462316989,0.980990207125223
14,0.981460588991688,0.983441343509192
15,1.00289226308375,0.997522327803597
16,1.01475921910366,0.97415348046676
17,1.02442738802199,1.01583786197171
18,1.06452622077061,1.04779447357287
19,1.06613116233862,1.08826123476989
20,1.05632837639151,1.08933435201435
21,1.07843256749079,1.09446685623809
22,1.08028283747148,1.13775994069354
23,1.11168465109598,1.13707867384181
24,1.14366911842923,1.14904911575692
25,1.16966594872582,1.15353302976019
26,1.18017975410803,1.17191286597301
27,1.20826084299789,1.20681641024772
28,1.24784311425816,1.2046069550364
29,1.25611517497658,1.22666082405583
30,1.28857266346791,1.28575139803524
1,0.767039718560692,0.860604223883648
2,0.888108830898653,0.97110064076822
3,0.840553670495202,0.907729342900697
4,0.963576644733678,0.948853572775348
5,0.97100332095469,0.994622830374186
6,1.05816721640914,1.02826763755369
7,1.04863768677987,1.06428796315137
8,1.03841938376117,1.04901081479889
9,1.05224231510281,1.02582544851688
10,1.04247813736414,1.08043466582651
11,1.01782534447385,1.06849437971251
12,1.05518030164603,1.06662755703603
13,1.06711367552716,1.0728252022
14,1.08877911041313,1.05553201018736
15,1.10185219664108,1.04586292525445
16,1.11111456400944,1.06112509452089
17,1.10010049631966,1.08717524510158
18,1.12179006250545,1.08159284672646
19,1.12065291151311,1.08821852247864
20,1.15718331444327,1.10677777906741
21,1.14750441649023,1.1293912968736
22,1.15135815095719,1.15881604999253
23,1.15770998157614,1.16554649469596
24,1.17863777572495,1.17887728292766
25,1.18047384779189,1.17738055922115
26,1.20050793417275,1.19146671938367
27,1.22392144448809,1.20056118660179
28,1.25407368505469,1.22311820015241
29,1.24726152957375,1.23571339229669
30,1.28725543978735,1.28997169569925
1,0.670262170594538,0.764916405641842
2,0.947397087891003,0.950368914647259
3,1.06427434450315,0.994191229838842
4,1.03468241606633,1.05367819089844
5,1.18574600882918,1.11914084579441
6,1.1789920540603,1.14210365216607
7,1.15575094690463,1.11519511024899
8,1.13228640324885,1.14770292169445
9,1.09454756939379,1.14972659803026
10,1.05496748345664,1.11047755908181
11,1.01391563152901,1.0532127543044
12,1.0857199951531,1.08391400955591
13,1.08959255325054,1.08965766822906
14,1.10568161285643,1.12417342525425
15,1.09942736670667,1.11756063460789
16,1.09122312568981,1.10358344999636
17,1.11725821405322,1.10860871087713
18,1.12345196337972,1.12048639681453
19,1.1401535906337,1.13842410560057
20,1.1348743762003,1.13442873709161
21,1.14269873689336,1.12609935749435
22,1.14569538169813,1.13852090628963
23,1.15257842600563,1.1812744879754
24,1.1720411793266,1.17731099288526
25,1.20418240469216,1.20200836231157
