"k_H","DH1","DH2","Hill"
64,1.07782002304985,1.17818498649466,1.14183922681879
72,1.03614026786775,1.08285631872452,1.1299240837648
80,1.07860241067439,1.11821541329986,1.08762778838791
88,1.04919824421762,1.04046858407367,1.02615375904138
96,1.0681180395942,1.07255955232943,1.00492743217587
104,1.01594795224832,0.9979309351011,1.00049233273127
112,1.01875174095129,1.04691385916537,1.00324038588883
120,1.08479687267173,1.03346188624477,0.969661850791163
128,1.08927044868698,1.08343472350814,0.974861642004983
136,1.08886837208537,1.02399268336603,0.958444601319402
144,1.06306899554075,0.966667348181696,0.948744443044541
152,1.05106301910548,1.04374615078354,1.00543722817504
160,1.0658708264328,1.02090813199523,1.04636512825863
168,1.05947382889575,0.97944532842276,1.05058392103034
176,1.10060831468295,1.03043943575204,1.02585523603535
184,1.07607652202854,1.01272747026169,1.02281117701227
192,1.10506361996103,0.999112270417034,1.01727524160795
200,0.985557046382189,1.01985511531479,1.01674394765264
208,1.05556585384205,1.0301849258571,1.04673594991098
216,1.07940149523292,1.02226843526406,1.06268289885373
224,0.984731159460482,1.02683714515471,1.04786139127799
232,1.08748361819655,1.04542566980784,1.04787712980157
240,1.10391844617347,1.03824613931903,1.04584875078558
248,1.04948187823113,1.00838947398385,1.03099426681373
256,1.10655721427036,1.04228369457908,1.03004159664194
264,1.10132274199072,1.0705257602348,1.02664603981517
272,1.12547425123503,1.08287760249051,1.04220995571682
280,1.11418895770189,1.04600068080568,1.05001570294358
288,1.19323843007902,1.0425924640195,1.06401411683597
296,1.1802731229857,1.05889089564826,1.05289066635051
304,1.1903178020681,1.07609323062529,1.04886371272426
312,1.13668503107029,1.09263076910081,1.04487053549082
320,1.13889573563724,1.0426430029755,1.04516996404607
328,1.17350568868327,1.0779954429816,1.05974789677794
336,1.2182977065665,1.07264811708808,1.07016415150553
344,1.15924797059192,1.10639471725189,1.07815819266024
352,1.28406958763271,1.10289021303887,1.12909306927324
360,1.22992063557421,1.07066504822423,1.12472861122643
368,1.26207935125301,1.12920906496745,1.13103647287821
376,1.20940626361127,1.09906957498528,1.13554048584695
384,1.1999233527058,1.09827385591556,1.1286015049708
392,1.23531481936365,1.10504684229274,1.12733657103285
400,1.29003636491226,1.11022835849234,1.12844800677099
40,1.0230085566021,0.950762040119795,0.971795404973297
48,1.06676103223214,1.02881029649569,0.983649533590774
56,1.01168904659344,0.943522608657271,0.967477187328736
64,1.08785190954582,0.948699517675296,0.963390834608945
72,1.16826295419366,0.998441230899847,0.998967840296797
80,0.912404254735308,1.03960576438406,0.998371191389924
88,1.02607273238264,1.02858834355465,1.02792448051444
96,1.10770281603414,1.03034249288538,1.01223566135299
104,1.03933596058322,1.05753389150029,1.0089291746119
112,1.00623618195642,1.05821099844368,1.03084276910936
120,1.06773656237061,0.992820298188318,1.00463182636356
